,CAGR,AnnVol,Sharpe,MaxDD,Ulcer,IR_vs_SPY
TwoEngine_70_30,0.16267249791750538,0.07540746256078563,1.5966556459781414,-0.05192460973207369,1.6641447552684612,-0.010417682576534023
Engine1_Carry,0.11039781281420513,0.047614651196400404,1.5234269319141776,-0.056703089891136704,1.4479860640076279,-0.25096335568878997
Engine2_Directional,0.2737222128920733,0.22413629595889975,1.042684692206034,-0.2327513100093519,11.865551624199448,0.3916597446641643
SP500_SPY,0.146815344107595,0.19322487170982977,0.6340172001834676,-0.33717283732855385,7.903835872737932,
NASDAQ_QQQ,0.1960808343867717,0.23899489382172215,0.7306247667948323,-0.3511872959404192,11.423236087935107,0.5854663149666014
60_40_SPY_AGG,0.0981322613298079,0.12123025015133823,0.557768879015576,-0.21716994602748563,6.212543771289266,-0.7068976308649315
BTC_Overlay_30pct,0.19026599004694478,0.19974027726662166,0.8064171311904751,-0.34489450107261976,13.694309034368116,0.16318250971880158
